dataset_source,group,run_id,run_path,model_family,condition,scale,n_posts,n_nonseed,mean_pairwise_cosine,dominant_cluster,dominant_cluster_share
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag25,n10,270,270,0.39651328325271606,12,0.2111111111111111
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag5,n10,154,154,0.32601290941238403,50,0.35064935064935066
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,dom-agi,n10,53,53,0.33917802572250366,15,0.37735849056603776
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,dom-tech,n10,51,51,0.30270522832870483,15,0.2549019607843137
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag0,n10,55,55,0.29244503378868103,15,0.32727272727272727
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag1,n10,56,56,0.22025491297245026,15,0.375
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag25,n10,45,45,0.3255138397216797,12,0.2222222222222222
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag5,n10,64,64,0.35642892122268677,1,0.21875
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore-v2/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag0,n10,52,52,0.40075498819351196,54,0.7115384615384616
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,dom-agi,n10,25,25,0.45140916109085083,15,0.92
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,dom-tech,n10,20,20,0.6514315009117126,15,0.95
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag0,n10,17,17,0.4856274425983429,54,0.8235294117647058
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag1,n10,15,15,0.5519276261329651,15,0.9333333333333333
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag25,n10,37,37,0.4190090596675873,15,0.5945945945945946
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag5,n10,11,11,0.6953035593032837,15,1.0
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-h100-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,dom-agi,n10,119,119,0.28590261936187744,54,0.6134453781512605
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-h100-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,dom-tech,n10,112,112,0.34436625242233276,54,0.7678571428571429
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-h100-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag0,n10,105,105,0.2834559381008148,54,0.5238095238095238
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-h100-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag1,n10,131,131,0.38762402534484863,16,0.6564885496183206
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-h100-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag25,n10,76,76,0.39281895756721497,16,0.8947368421052632
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-h100-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag5,n10,93,93,0.34863337874412537,54,0.4946236559139785
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-server-fetch-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,dom-agi,n10,49,49,0.36114102602005005,54,0.7142857142857143
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-server-fetch-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,dom-tech,n10,51,51,0.6295469999313354,54,0.7647058823529411
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-server-fetch-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag0,n10,73,73,0.41835400462150574,54,0.7534246575342466
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-server-fetch-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag1,n10,33,33,0.7223777174949646,54,0.9393939393939394
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-server-fetch-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag25,n10,34,34,0.364275187253952,54,0.6764705882352942
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-server-fetch-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag5,n10,36,36,0.3378232419490814,54,0.5
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,dom-agi,n10,237,212,0.42021310329437256,54,0.5485232067510548
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,dom-tech,n10,315,290,0.36904650926589966,54,0.44126984126984126
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag0,n10,382,382,0.2774149179458618,54,0.5680628272251309
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag1,n10,228,227,0.4810088574886322,16,0.8508771929824561
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag25,n10,250,225,0.26429057121276855,54,0.42
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag5,n10,254,249,0.29309719800949097,16,0.6811023622047244
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore-v2/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag0,n10,50,50,0.5690149664878845,24,0.48
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore-v3/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag25,n10,78,53,0.31964415311813354,9,0.4230769230769231
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,dom-agi,n10,62,62,0.660999059677124,24,0.9032258064516129
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,dom-tech,n10,48,48,0.6345288157463074,24,0.9375
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag0,n10,70,70,0.5731231570243835,9,0.8571428571428571
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag1,n10,43,43,0.7507087588310242,24,1.0
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag25,n10,44,44,0.6841172575950623,9,0.8409090909090909
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag5,n10,25,25,0.7388022541999817,24,1.0
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-pre-seed-fix-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,dom-agi,n10,310,310,0.4938623905181885,9,0.3967741935483871
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-pre-seed-fix-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,dom-tech,n10,288,288,0.48144465684890747,52,0.4756944444444444
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-pre-seed-fix-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag0,n10,178,178,0.45548364520072937,24,0.4550561797752809
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-pre-seed-fix-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag1,n10,269,269,0.4602532684803009,24,0.5018587360594795
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-pre-seed-fix-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag25,n10,305,305,0.5208135843276978,9,0.7016393442622951
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-pre-seed-fix-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag5,n10,147,147,0.6201097369194031,24,0.8435374149659864
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,dom-agi,n10,271,271,0.6328336000442505,9,0.985239852398524
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,dom-tech,n10,178,178,0.6275869607925415,9,0.5786516853932584
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag0,n10,317,317,0.6385173797607422,9,0.9936908517350158
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag1,n10,187,187,0.6100106835365295,9,0.5668449197860963
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag25,n10,186,186,0.6555161476135254,24,0.5645161290322581
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag5,n10,158,158,0.661226749420166,24,0.740506329113924
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,dom-agi,n10,309,284,0.4481406509876251,52,0.4692556634304207
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,dom-tech,n10,283,258,0.3701402246952057,24,0.3710247349823322
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag0,n10,297,297,0.4609661102294922,9,0.5117845117845118
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag1,n10,471,470,0.5154783129692078,52,0.5074309978768577
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag25,n10,376,351,0.3876306414604187,9,0.2925531914893617
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag5,n10,464,459,0.5346193313598633,26,0.665948275862069
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/mag0-contaminated-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag0,n10,226,221,0.41237878799438477,9,0.5265486725663717
archive-2026,base-model,bm-mag5-n10-run04-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/mag5-cancelled-ignore/bm-mag5-n10-run04-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag5,n10,5,0,0.3837133049964905,47,1.0
archive-2026,base-model,bm-mag5-n10-run05-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/mag5-cancelled-ignore/bm-mag5-n10-run05-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag5,n10,5,0,0.38371336460113525,47,1.0
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260405,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260405,olmo3-32b-think,dom-agi,n10,29,29,0.2268635630607605,15,0.6896551724137931
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260405,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260405,olmo3-32b-think,dom-tech,n10,82,82,0.2604820728302002,15,0.47560975609756095
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260405,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260405,olmo3-32b-think,mag0,n10,25,25,0.24685551226139069,15,0.6
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260405,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260405,olmo3-32b-think,mag1,n10,23,23,0.22793076932430267,15,0.9130434782608695
